,id,start_date,num_samples,end_date,days_to_complete,library_type,library_category
2046,3706,11/11/2018,72,11/26/2018,16.0,Ready Made library,Others
2047,3707,10/22/2018,18,11/29/2018,39.04166667,TruSeq RNA stranded,RNA Seq
2048,3708,11/13/2018,1,11/21/2018,9.0,10X Genomics Single Cell,Others
2049,3709,11/13/2018,11,11/16/2018,4.0,,Others
2050,3710,11/6/2018,1,12/4/2018,29.0,Nextera XT,DNA Seq
2051,3711,11/14/2018,37,12/25/2018,42.0,TruSeq RNA stranded,RNA Seq
2052,3712,10/23/2018,8,12/25/2018,64.04166667,HiC,Others
2053,3713,11/9/2018,6,11/25/2018,17.0,Ready Made Library-Homemade kit,Sequencing only
2054,3714,11/14/2018,49,11/16/2018,3.0,Ready Made Library-Homemade kit,Sequencing only
2055,3715,11/13/2018,2,1/14/2019,63.0,Smart-seq2 Nextera XT single cell,Others
2056,3717,11/12/2018,3,11/25/2018,14.0,Ready Made Fragment Library,Sequencing only
2057,3718,10/31/2016,98,4/26/2019,907.9583332999998,,Others
2058,3719,11/9/2018,6,11/21/2018,13.0,Ready Made library,Others
2059,3720,11/9/2018,6,11/21/2018,13.0,Ready Made library,Others
2060,3721,7/25/2018,2,11/27/2018,126.04166670000001,TruSeq DNA PCR-Free HT Kit,DNA Seq
2061,3722,11/13/2018,24,11/26/2018,14.0,Ready Made library,Others
2062,3723,11/16/2018,2,11/21/2018,6.0,10X Genomics Single Cell,Others
2063,3724,10/17/2018,23,12/17/2018,62.04166667,TruSeq DNA PCR-Free HT Kit,DNA Seq
2064,3725,11/19/2018,17,11/30/2018,12.0,Lexogen QuantSeq 3\ mRNA-Seq,Others
2065,3726,11/19/2018,20,11/30/2018,12.0,Lexogen QuantSeq 3\ mRNA-Seq,Others
2066,3727,10/23/2018,12,12/15/2018,54.04166667,TruSeq RNA stranded,RNA Seq
2067,3728,11/7/2018,23,11/29/2018,23.0,TruSeq RNA stranded,RNA Seq
2068,3729,11/19/2018,1,11/28/2018,10.0,10X Genomics Single Cell,Others
2069,3730,10/22/2018,31,12/15/2018,55.04166667,TruSeq RNA stranded,RNA Seq
2070,3731,11/19/2018,8,12/15/2018,27.0,SmartSeq2-Picelli,Single cell RNA Seq
2071,3732,11/19/2018,9,11/20/2018,2.0,Lexogen_mRNA_stranded,RNA Seq
2072,3733,11/15/2018,15,11/24/2018,10.0,ATAC,Others
2073,3735,11/15/2018,22,12/17/2018,33.0,TruSeq DNA Nano,DNA Seq
2074,3736,11/16/2018,1,11/26/2018,11.0,Ready Made library,Others
2075,3737,11/22/2018,3,11/28/2018,7.0,10X Genomics Single Cell,Others
2076,3738,11/21/2018,20,1/8/2019,49.0,,Others
2077,3739,11/21/2018,25,12/21/2018,31.0,TruSeq RNA stranded,RNA Seq
2078,3742,11/13/2018,22,11/23/2018,11.0,Ready Made Library-Homemade kit,Sequencing only
2079,3743,11/7/2018,20,12/15/2018,39.0,SmartSeq2-Picelli,Single cell RNA Seq
2080,3744,11/23/2018,7,12/21/2018,29.0,TruSeq RNA stranded,RNA Seq
2081,3745,10/31/2016,98,4/26/2019,907.9583332999998,TruSeq DNA,DNA Seq
2082,3746,11/2/2018,3,11/30/2018,29.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
2083,3747,11/26/2018,6,12/3/2018,8.0,10X Genomics Single Cell,Others
2084,3748,11/23/2018,3,11/28/2018,6.0,10X Genomics Single Cell,Others
2085,3749,11/26/2018,7,1/26/2019,62.0,HiC,Others
2086,3750,11/21/2018,50,12/5/2018,15.0,Ready Made library,Others
2087,3751,11/26/2018,5,12/21/2018,26.0,TruSeq DNA Nano,DNA Seq
2088,3752,11/27/2018,1,12/18/2018,22.0,10X Genomics Single Cell,Others
2089,3754,11/16/2018,23,1/23/2019,69.0,TruSeq Nano / IDT Exome,Exome Seq
2090,3755,11/22/2018,8,11/29/2018,8.0,Lexogen_mRNA_stranded,RNA Seq
2091,3756,11/27/2018,2,12/3/2018,7.0,10X Genomics Single Cell,Others
2092,3757,11/27/2018,2,1/27/2019,62.0,Ready-made smallRNA libraries,Sequencing only
2093,3758,11/28/2018,2,12/3/2018,6.0,10X Genomics Single Cell,Others
2094,3760,11/28/2018,4,12/12/2018,15.0,SmartSeq2-Picelli,Single cell RNA Seq
2095,3761,11/28/2018,4,12/12/2018,15.0,,Others
2096,3762,11/25/2018,11,2/28/2019,96.0,TruSeq DNA Nano,DNA Seq
2097,3763,11/29/2018,5,1/26/2019,59.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
2098,3765,11/29/2018,3,1/26/2019,59.0,TruSeq RNA stranded,RNA Seq
2099,3766,11/29/2018,2,1/18/2019,51.0,NEB Next Ultra DNA,DNA Seq
2100,3769,11/28/2018,8,12/25/2018,28.0,TruSeq RNA stranded,RNA Seq
2101,3770,11/19/2018,11,12/25/2018,37.0,TruSeq RNA stranded,RNA Seq
2102,3771,11/25/2018,19,1/26/2019,63.0,TruSeq RNA stranded,RNA Seq
2103,3772,11/29/2018,13,1/18/2019,51.0,TruSeq RNA stranded,RNA Seq
2104,3773,11/27/2018,2,12/7/2018,11.0,10X Genomics Single Cell,Others
2105,3774,11/27/2018,68,12/17/2018,21.0,Ready Made library,Others
2106,3775,12/3/2018,14,12/12/2018,10.0,User made NEB ChIP-seq,Unknown
2107,3776,10/31/2016,98,1/21/2019,813.0,TruSeq DNA Nano,DNA Seq
2108,3777,11/30/2018,16,1/19/2019,51.0,TruSeq RNA stranded,RNA Seq
2109,3778,11/27/2018,608,12/13/2018,17.0,Ready Made Fragment Library,Sequencing only
2110,3779,12/5/2018,10,12/6/2018,2.0,Ready Made library,Others
2111,3780,12/3/2018,50,12/17/2018,15.0,Ready Made library,Others
2112,3781,12/4/2018,1,1/27/2019,55.0,Smart-seq2 Nextera XT single cell,Others
2113,3784,11/28/2018,97,12/12/2018,15.0,SmartSeq2-Picelli,Single cell RNA Seq
2114,3785,12/5/2018,15,12/7/2018,3.0,10X Genomics Single Cell,Others
2115,3786,12/6/2018,3,1/14/2019,40.0,Ready Made Libraries,Others
2116,3787,12/6/2018,10,1/14/2019,40.0,NEBnext smRNA,Others
2117,3788,11/29/2018,12,1/18/2019,51.0,TruSeq RNA stranded,RNA Seq
2118,3789,11/29/2018,49,1/19/2019,52.0,TruSeq RNA stranded,RNA Seq
2119,3790,11/30/2018,3,1/14/2019,46.0,Smart-seq2 Nextera XT single cell,Others
2120,3791,12/6/2018,2,1/18/2019,44.0,TruSeq DNA Nano,DNA Seq
2121,3794,12/7/2018,17,1/14/2019,39.0,Ready Made Fragment Library,Sequencing only
2122,3795,12/5/2018,4,2/22/2019,80.0,Ready Made library,Others
2123,3796,10/31/2016,98,4/26/2019,907.9583332999998,TruSeq DNA Nano,DNA Seq
2124,3797,11/25/2018,10,1/11/2019,48.0,TruSeq DNA Nano,DNA Seq
2125,3798,11/29/2018,4,1/11/2019,44.0,TruSeq DNA Nano,DNA Seq
2126,3799,12/10/2018,3,12/18/2018,9.0,10X Genomics Single Cell,Others
2127,3800,12/10/2018,2,1/14/2019,36.0,10X Genomics Single Cell,Others
2128,3801,12/10/2018,3,12/21/2018,12.0,10X Genomics Single Cell,Others
2129,3802,12/11/2018,4,12/21/2018,11.0,10X Genomics Single Cell,Others
2130,3803,12/11/2018,1,12/12/2018,2.0,ATAC,Others
2131,3804,12/7/2018,82,12/21/2018,15.0,Ready Made Library-Homemade kit,Sequencing only
2132,3805,12/4/2018,7,1/29/2019,57.0,TruSeq RNA stranded,RNA Seq
2133,3806,12/3/2018,13,7/16/2019,225.95833330000002,TruSeq RNA stranded,RNA Seq
2134,3807,11/26/2018,1,1/14/2019,50.0,Smart-seq2 Nextera XT single cell,Others
2135,3808,12/12/2018,1,1/9/2019,29.0,Ready Made Libraries,Others
2136,3809,12/12/2018,1,1/14/2019,34.0,,Others
2137,3810,12/12/2018,2,2/15/2019,66.0,10X Genomics Single Cell,Others
2138,3811,12/10/2018,9,7/16/2019,218.95833330000002,TruSeq RNA stranded,RNA Seq
2139,3813,10/25/2018,6,12/15/2018,52.04166667,Nextera XT,DNA Seq
2140,3814,12/11/2018,11,1/25/2019,46.0,SmartSeq2-Nextera Flex,Low input RNA Seq 
2141,3815,12/12/2018,37,1/29/2019,49.0,TruSeq RNA stranded,RNA Seq
2142,3816,12/10/2018,26,2/22/2019,75.0,,Others
2143,3817,12/12/2018,20,7/16/2019,216.95833330000002,,Others
2144,3818,12/14/2018,1,12/18/2018,5.0,10X Genomics Single Cell,Others
2145,3820,12/14/2018,49,12/25/2018,12.0,Ready Made Fragment Library,Sequencing only
2146,3822,12/12/2018,18,1/14/2019,34.0,Ready Made Fragment Library,Sequencing only
2147,3823,12/14/2018,11,7/16/2019,214.95833330000002,TruSeq RNA stranded,RNA Seq
2148,3824,12/14/2018,8,12/22/2018,9.0,ATAC,Others
2149,3825,12/17/2018,20,1/27/2019,42.0,TruSeq RNA stranded,RNA Seq
2150,3826,12/17/2018,11,1/28/2019,43.0,Clontech SMARTer Stranded total RNA - Low Input Mammalian,Low input RNA Seq 
2151,3828,12/18/2018,10,1/22/2019,36.0,TruSeq RNA stranded,RNA Seq
2152,3829,12/19/2018,2,2/22/2019,66.0,,Others
2153,3830,11/1/2018,101,2/16/2019,108.0,,Others
2154,3831,12/19/2018,27,1/22/2019,35.0,TruSeq RNA stranded,RNA Seq
2155,3832,12/19/2018,11,1/28/2019,41.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
2156,3833,12/10/2018,91,2/22/2019,75.0,Ready Made Library-Homemade kit,Sequencing only
2157,3835,12/20/2018,1,1/27/2019,39.0,Smart-seq2 Nextera XT single cell,Others
2158,3837,12/20/2018,9,1/29/2019,41.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
2159,3838,12/7/2018,13,3/7/2019,91.0,TruSeq RNA stranded,RNA Seq
2160,3840,12/18/2018,20,7/16/2019,210.95833330000002,TruSeq RNA stranded,RNA Seq
2161,3841,10/31/2016,99,5/4/2019,915.9583332999998,,Others
2162,3842,1/9/2019,13,3/23/2019,74.0,,Others
2163,3843,1/8/2019,6,1/14/2019,7.0,10X Genomics Single Cell,Others
2164,3845,1/9/2019,9,1/24/2019,16.0,ATAC,Others
2165,3846,1/10/2019,10,1/25/2019,16.0,Ready Made Library-Homemade kit,Sequencing only
2166,3848,12/18/2018,61,3/10/2019,83.0,TruSeq RNA stranded,RNA Seq
2167,3849,12/17/2018,37,3/18/2019,92.0,TruSeq RNA stranded,RNA Seq
2168,3850,12/18/2018,19,3/10/2019,83.0,TruSeq RNA stranded,RNA Seq
2169,3851,1/9/2019,19,3/7/2019,58.0,TruSeq RNA stranded,RNA Seq
2170,3852,1/11/2019,45,7/16/2019,186.95833330000002,Nugen Trio RNA seq,RNA Seq
2171,3853,10/31/2016,99,4/26/2019,907.9583332999998,TruSeq DNA,DNA Seq
2172,3854,1/10/2019,31,1/29/2019,20.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
2173,3855,1/11/2019,2,3/11/2019,60.0,Ready Made Library-Homemade kit,Sequencing only
2174,3856,11/29/2018,5,1/26/2019,59.0,TruSeq DNA Nano,DNA Seq
2175,3857,11/25/2018,10,2/28/2019,96.0,TruSeq DNA Nano,DNA Seq
2176,3858,11/16/2018,21,1/23/2019,69.0,TruSeq DNA Nano,DNA Seq
2177,3859,1/7/2019,77,1/22/2019,16.0,Ready Made library,Others
2178,3861,1/14/2019,2,2/4/2019,22.0,10X Genomics Single Cell,Others
2179,3862,1/11/2019,24,2/12/2019,33.0,Ready Made library,Others
2180,3864,12/20/2018,9,3/7/2019,78.0,TruSeq RNA stranded,RNA Seq
2181,3865,1/15/2019,4,1/27/2019,13.0,ChIP Library Prep,Others
2182,3866,1/14/2019,6,1/27/2019,14.0,ChIP Library Prep,Others
2183,3867,1/15/2019,9,2/28/2019,45.0,SeqWell,Others
2184,3868,11/1/2018,101,2/16/2019,108.0,TruSeq RNA stranded,RNA Seq
2185,3869,12/7/2018,13,3/7/2019,91.0,TruSeq RNA stranded,RNA Seq
2186,3871,1/17/2019,2,2/18/2019,33.0,TruSeq RNA stranded,RNA Seq
2187,3872,1/17/2019,16,2/28/2019,43.0,User made NEB ChIP-seq,Unknown
2188,3873,1/16/2019,6,2/23/2019,39.0,TruSeq RNA stranded,RNA Seq
2189,3876,1/21/2019,28,1/22/2019,2.0,Ready Made Libraries,Others
2190,3880,1/21/2019,4,1/29/2019,9.0,TruSeq Small RNA,Others
2191,3882,11/16/2018,22,2/28/2019,105.0,SeqWell,Others
2192,3883,10/31/2016,99,4/26/2019,907.9583332999998,TruSeq DNA Nano,DNA Seq
2193,3884,1/22/2019,23,3/5/2019,43.0,TruSeq RNA stranded,RNA Seq
2194,3885,10/31/2016,99,5/4/2019,915.9583332999998,TruSeq DNA Nano,DNA Seq
2195,3886,1/22/2019,36,1/24/2019,3.0,None,Unknown
2196,3887,1/23/2019,2,2/15/2019,24.0,10X Genomics Single Cell,Others
2197,3888,11/1/2018,101,2/16/2019,108.0,TruSeq RNA stranded,RNA Seq
2198,3889,12/18/2018,61,3/10/2019,83.0,TruSeq RNA stranded,RNA Seq
2199,3890,11/21/2018,20,1/29/2019,70.0,TruSeq RNA stranded,RNA Seq
2200,3891,1/24/2019,1,7/16/2019,173.95833330000002,Nextera XT,DNA Seq
2201,3893,12/11/2018,11,2/23/2019,75.0,SmartSeq2-Picelli,Single cell RNA Seq
2202,3894,1/24/2019,2,2/18/2019,26.0,Smart-seq2 Nextera XT single cell,Others
2203,3895,1/25/2019,11,2/28/2019,35.0,SeqWell,Others
2204,3896,1/16/2019,13,3/5/2019,49.0,,Others
2205,3897,11/25/2018,11,2/28/2019,96.0,TruSeq DNA Nano,DNA Seq
2206,3901,1/25/2019,13,2/23/2019,30.0,Nextera XT,DNA Seq
2207,3902,12/6/2018,10,3/11/2019,96.0,NEBnext smRNA,Others
2208,3904,1/30/2019,11,2/23/2019,25.0,,Others
2209,3905,1/10/2019,4,2/18/2019,40.0,Ready Made Library-Homemade kit,Sequencing only
2210,3907,1/25/2019,19,3/10/2019,45.0,SmartSeq2-Picelli,Single cell RNA Seq
2211,3908,1/30/2019,6,2/8/2019,10.0,ATAC,Others
2212,3909,1/30/2019,1,2/4/2019,6.0,10X Genomics Single Cell,Others
2213,3910,1/29/2019,4,2/4/2019,7.0,10X Genomics Single Cell,Others
2214,3911,1/29/2019,6,2/18/2019,21.0,,Others
2215,3912,1/29/2019,5,2/18/2019,21.0,Ready Made Fragment Library,Sequencing only
2216,3914,1/31/2019,1,2/18/2019,19.0,Smart-seq2 Nextera XT single cell,Others
2217,3915,1/16/2019,10,2/23/2019,39.0,TruSeq RNA stranded,RNA Seq
2218,3916,1/31/2019,7,3/11/2019,40.0,ChIP Library Prep,Others
2219,3917,1/21/2019,21,4/3/2019,72.95833333,,Others
2220,3919,11/7/2018,20,2/19/2019,105.0,Nextera XT,DNA Seq
2221,3921,1/24/2019,10,3/5/2019,41.0,TruSeq RNA stranded,RNA Seq
2222,3922,1/24/2019,5,4/8/2019,74.95833333,RiboSeq,Others
2223,3923,1/24/2019,6,4/8/2019,74.95833333,RiboSeq,Others
2224,3924,2/1/2019,8,2/22/2019,22.0,Nextera XT,DNA Seq
2225,3927,2/5/2019,8,3/1/2019,25.0,10X Genomics Single Cell,Others
2226,3928,2/1/2019,11,2/23/2019,23.0,TruSeq RNA stranded,RNA Seq
2227,3930,1/22/2019,2,2/22/2019,32.0,TruSeq DNA Nano,DNA Seq
2228,3931,10/31/2016,99,4/16/2019,897.9583332999998,TruSeq DNA Nano,DNA Seq
2229,3932,2/6/2019,1,2/18/2019,13.0,Ready Made library,Others
2230,3933,2/4/2019,9,2/22/2019,19.0,Ready Made Library-Homemade kit,Sequencing only
2231,3934,1/22/2019,8,3/7/2019,45.0,TruSeq DNA Nano,DNA Seq
2232,3935,2/7/2019,4,3/10/2019,32.0,NEB Next Ultra DNA,DNA Seq
2233,3937,2/7/2019,1,2/15/2019,9.0,10X Genomics Single Cell,Others
2234,3940,2/7/2019,10,2/11/2019,5.0,Ready Made library,Others
2235,3941,2/8/2019,13,3/5/2019,26.0,TruSeq RNA stranded,RNA Seq
2236,3943,2/6/2019,106,3/22/2019,45.0,SmartSeq2-Picelli,Single cell RNA Seq
2237,3944,2/11/2019,2,4/4/2019,52.95833333,10X Genomics Single Cell,Others
2238,3946,2/11/2019,19,3/5/2019,23.0,Nextera XT,DNA Seq
2239,3947,1/16/2019,13,3/5/2019,49.0,TruSeq RNA stranded,RNA Seq
2240,3948,1/21/2019,21,2/21/2019,32.0,TruSeq RNA stranded,RNA Seq
2241,3949,2/12/2019,8,2/13/2019,2.0,10X Genomics Single Cell,Others
2242,3950,2/12/2019,8,2/18/2019,7.0,10X Genomics Single Cell,Others
2243,3951,2/11/2019,2,2/15/2019,5.0,10X Genomics Single Cell,Others
2244,3952,2/12/2019,6,2/15/2019,4.0,10X Genomics Single Cell,Others
2245,3954,2/13/2019,4,2/14/2019,2.0,None,Unknown
2246,3955,1/31/2019,66,3/11/2019,40.0,Ready-made smallRNA libraries,Sequencing only
2247,3956,2/11/2019,10,3/10/2019,28.0,,Others
2248,3958,2/13/2019,16,3/23/2019,39.0,TruSeq RNA stranded,RNA Seq
2249,3960,2/11/2019,24,2/22/2019,12.0,Ready Made library,Others
2250,3961,1/14/2019,11,3/22/2019,68.0,SmartSeq2-Picelli,Single cell RNA Seq
2251,3962,2/13/2019,6,3/18/2019,34.0,TruSeq DNA PCR-Free HT Kit,DNA Seq
2252,3963,2/14/2019,2,3/18/2019,33.0,TruSeq DNA PCR-Free HT Kit,DNA Seq
2253,3964,2/14/2019,4,3/18/2019,33.0,TruSeq DNA PCR-Free HT Kit,DNA Seq
2254,3965,2/18/2019,1,3/11/2019,22.0,Smart-seq2 Nextera XT single cell,Others
2255,3966,2/19/2019,30,2/20/2019,2.0,Nextera XT,DNA Seq
2256,3967,2/19/2019,11,2/23/2019,5.0,10X Genomics Single Cell,Others
2257,3968,2/18/2019,16,2/28/2019,11.0,ChIP Library Prep,Others
2258,3969,2/20/2019,31,2/21/2019,2.0,Nextera XT,DNA Seq
2259,3970,2/19/2019,19,3/22/2019,32.0,TruSeq RNA stranded,RNA Seq
2260,3972,2/20/2019,1,3/11/2019,20.0,Smart-seq2 Nextera XT single cell,Others
2261,3973,2/20/2019,1,4/10/2019,49.95833333,Smart-seq2 Nextera XT single cell,Others
2262,3974,2/20/2019,1,3/23/2019,32.0,Smart-seq2 Nextera XT single cell,Others
2263,3975,2/20/2019,1,4/10/2019,49.95833333,Smart-seq2 Nextera XT single cell,Others
2264,3976,2/15/2019,9,3/5/2019,19.0,Ready Made Libraries,Others
2265,3977,2/8/2019,24,2/21/2019,14.0,Ready Made library,Others
2266,3980,2/21/2019,6,2/28/2019,8.0,Ready made Library Bisulfide Treatment,Sequencing only
2267,3982,1/17/2019,1,3/16/2019,59.0,TruSeq RNA stranded,RNA Seq
2268,3983,2/20/2019,7,2/26/2019,7.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
2269,3984,2/22/2019,1,2/23/2019,2.0,Nextera XT,DNA Seq
2270,3985,2/22/2019,1,3/11/2019,18.0,Smart-seq2 Nextera XT single cell,Others
2271,3986,2/22/2019,7,3/11/2019,18.0,TruSeq DNA Nano,DNA Seq
2272,3987,2/18/2019,1,3/14/2019,25.0,NEB Next Ultra DNA,DNA Seq
2273,3988,2/18/2019,1,3/14/2019,25.0,NEB Next Ultra DNA,DNA Seq
2274,3989,2/18/2019,2,3/14/2019,25.0,NEB Next Ultra DNA,DNA Seq
2275,3990,2/22/2019,3,3/13/2019,20.0,Ready Made Library-Homemade kit,Sequencing only
2276,3991,9/12/2018,2,3/23/2019,193.04166669999998,Ready-made library ddRAD,Sequencing only
2277,3992,2/22/2019,9,5/4/2019,71.95833333,TruSeq RNA stranded,RNA Seq
2278,3993,2/20/2019,13,4/3/2019,42.95833333,TruSeq RNA stranded,RNA Seq
2279,3997,2/25/2019,10,4/16/2019,50.95833333,TruSeq RNA stranded,RNA Seq
2280,3998,12/20/2018,9,3/7/2019,78.0,TruSeq RNA stranded,RNA Seq
2281,3999,2/25/2019,8,2/28/2019,4.0,TruSeq RNA stranded,RNA Seq
2282,4000,2/20/2019,33,3/11/2019,20.0,Ready Made library,Others
2283,4002,2/25/2019,4,3/11/2019,15.0,Ready Made Fragment Library,Sequencing only
2284,4003,2/21/2019,5,3/22/2019,30.0,Ready Made library,Others
2285,4004,2/26/2019,2,3/2/2019,5.0,,Others
2286,4005,2/28/2019,12,3/2/2019,3.0,NEB Next Ultra DNA,DNA Seq
2287,4006,2/26/2019,37,4/27/2019,60.95833333,TruSeq RNA stranded,RNA Seq
2288,4010,1/24/2019,23,3/29/2019,65.0,SmartSeq2-Picelli,Single cell RNA Seq
2289,4013,2/25/2019,19,3/29/2019,33.0,TruSeq RNA stranded,RNA Seq
2290,4014,3/1/2019,57,3/18/2019,18.0,Ready Made Library-Homemade kit,Sequencing only
2291,4015,3/1/2019,13,3/18/2019,18.0,Ready Made Library-Homemade kit,Sequencing only
2292,4016,3/1/2019,84,3/18/2019,18.0,Ready Made Library-Homemade kit,Sequencing only
2293,4019,3/4/2019,79,3/18/2019,15.0,Ready Made Library-Homemade kit,Sequencing only
2294,4020,3/4/2019,95,3/18/2019,15.0,Ready Made Library-Homemade kit,Sequencing only
2295,4021,3/4/2019,4,4/8/2019,35.95833333,ATAC,Others
2296,4022,3/1/2019,2,5/6/2019,66.95833333,,Others
2297,4023,2/25/2019,78,3/6/2019,10.0,NEB Next DNA,DNA Seq
2298,4025,2/6/2019,106,3/22/2019,45.0,SmartSeq2-Picelli,Single cell RNA Seq
2299,4031,3/5/2019,6,3/23/2019,19.0,,Others
2300,4032,10/31/2016,99,4/26/2019,907.9583332999998,,Others
2301,4033,10/31/2016,99,5/4/2019,915.9583332999998,,Others
2302,4036,3/5/2019,1,5/6/2019,62.95833333,Smart-seq2 Nextera XT single cell,Others
2303,4037,3/5/2019,1,5/6/2019,62.95833333,Smart-seq2 Nextera XT single cell,Others
2304,4038,3/5/2019,1,5/6/2019,62.95833333,Smart-seq2 Nextera XT single cell,Others
2305,4039,3/5/2019,1,5/6/2019,62.95833333,Smart-seq2 Nextera XT single cell,Others
2306,4040,3/5/2019,3,3/12/2019,8.0,10X Genomics Single Cell,Others
2307,4042,2/1/2019,11,4/24/2019,82.95833333,TruSeq RNA stranded,RNA Seq
2308,4043,1/16/2019,12,3/16/2019,60.0,TruSeq RNA stranded,RNA Seq
2309,4044,1/21/2019,20,3/29/2019,68.0,TruSeq RNA stranded,RNA Seq
2310,4045,2/26/2019,38,7/8/2019,132.9583333,,Others
2311,4046,2/28/2019,16,4/12/2019,43.95833333,SmartSeq2-Picelli,Single cell RNA Seq
2312,4047,3/7/2019,1,3/12/2019,6.0,10X Genomics Single Cell,Others
2313,4048,3/7/2019,2,5/18/2019,72.95833333,NEB Next Ultra DNA,DNA Seq
2314,4049,3/4/2019,46,3/20/2019,17.0,Ready Made Library-Homemade kit,Sequencing only
2315,4051,2/26/2019,37,4/27/2019,60.95833333,TruSeq RNA stranded,RNA Seq
2316,4052,3/8/2019,10,4/18/2019,41.95833333,ATAC,Others
2317,4054,2/20/2019,15,4/24/2019,63.95833333,,Others
2318,4055,3/8/2019,26,3/23/2019,16.0,Ready Made Library,Others
2319,4060,3/8/2019,19,4/12/2019,35.95833333,TruSeq RNA stranded,RNA Seq
2320,4061,2/27/2019,8,4/16/2019,48.95833333,,Others
2321,4062,2/27/2019,13,4/28/2019,60.95833333,,Others
2322,4063,3/8/2019,11,3/20/2019,13.0,NEB Next Ultra DNA,DNA Seq
2323,4064,2/15/2019,9,4/12/2019,56.95833333,TruSeq RNA stranded,RNA Seq
2324,4065,12/7/2018,22,4/24/2019,138.95833330000002,TruSeq RNA stranded,RNA Seq
2325,4066,2/27/2019,3,4/27/2019,59.95833333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
2326,4067,3/12/2019,1,4/1/2019,20.95833333,TruSeq DNA Nano,DNA Seq
2327,4068,3/12/2019,13,3/14/2019,3.0,,Others
2328,4071,3/8/2019,1,4/8/2019,31.95833333,Ready Made Library-Homemade kit,Sequencing only
2329,4072,3/13/2019,3,3/23/2019,11.0,ChIP Library Prep,Others
2330,4073,3/14/2019,8,3/22/2019,9.0,NEB Next Ultra DNA,DNA Seq
2331,4074,3/14/2019,13,4/24/2019,41.95833333,TruSeq RNA stranded,RNA Seq
2332,4075,3/18/2019,48,3/19/2019,2.0,None,Unknown
2333,4077,2/26/2019,38,4/27/2019,60.95833333,,Others
2334,4078,12/7/2018,21,3/29/2019,113.0,,Others
2335,4081,3/15/2019,4,4/8/2019,24.95833333,ATAC,Others
2336,4083,3/19/2019,97,4/1/2019,13.95833333,Ready Made library,Others
2337,4084,2/6/2019,105,3/29/2019,52.0,SmartSeq2-Picelli,Single cell RNA Seq
2338,4085,1/24/2019,23,4/12/2019,78.95833333,SmartSeq2-Picelli,Single cell RNA Seq
2339,4086,2/28/2019,16,3/29/2019,30.0,SmartSeq2-Picelli,Single cell RNA Seq
2340,4087,3/19/2019,63,4/1/2019,13.95833333,Ready Made library,Others
2341,4088,3/19/2019,1,4/18/2019,30.95833333,10X Genomics Single Cell,Others
2342,4089,3/19/2019,16,4/3/2019,15.95833333,User made NEB ChIP-seq,Unknown
2343,4090,3/19/2019,5,3/21/2019,3.0,TruSeq DNA,DNA Seq
2344,4091,2/22/2019,1,3/22/2019,29.0,Ready Made Library-Homemade kit,Sequencing only
2345,4093,3/20/2019,7,4/12/2019,23.95833333,TruSeq RNA stranded,RNA Seq
2346,4094,3/18/2019,13,3/22/2019,5.0,10X Genomics Single Cell,Others
2347,4095,2/26/2019,14,4/8/2019,41.95833333,ATAC,Others
2348,4096,3/20/2019,9,4/12/2019,23.95833333,TruSeq RNA stranded,RNA Seq
2349,4097,3/21/2019,19,5/16/2019,56.95833333,,Others
2350,4099,3/21/2019,2,4/10/2019,20.95833333,Ready Made library,Others
2351,4100,3/21/2019,21,4/24/2019,34.95833333,SmartSeq2-Picelli,Single cell RNA Seq
2352,4101,3/22/2019,41,5/17/2019,56.95833333,,Others
2353,4102,3/25/2019,32,5/22/2019,58.95833333,Ready Made Library-Homemade kit,Sequencing only
2354,4103,3/26/2019,1,4/16/2019,21.95833333,Ready-made SplitSeq,Sequencing only
2355,4105,3/13/2019,20,3/28/2019,16.0,Ready Made library,Others
2356,4106,2/20/2019,15,4/24/2019,63.95833333,,Others
2357,4107,3/25/2019,21,4/27/2019,33.95833333,TruSeq RNA stranded,RNA Seq
2358,4108,3/28/2019,1,3/30/2019,3.0,Ready-made SplitSeq,Sequencing only
2359,4109,3/21/2019,20,4/24/2019,34.95833333,SmartSeq2-Nextera Flex,Low input RNA Seq 
2360,4111,3/27/2019,18,4/1/2019,5.958333333,10X Genomics Single Cell,Others
2361,4113,3/29/2019,378,4/3/2019,5.958333333,Ready Made library,Others
2362,4114,3/21/2019,18,5/16/2019,56.95833333,,Others
2363,4115,4/2/2019,13,5/16/2019,45.0,TruSeq RNA stranded,RNA Seq
2364,4117,3/29/2019,3,7/22/2019,115.95833329999999,,Others
2365,4119,4/1/2019,3,4/10/2019,10.0,Ready Made library,Others
2366,4121,4/1/2019,1,4/10/2019,10.0,Smart-seq2 Nextera XT single cell,Others
2367,4122,3/26/2019,23,6/27/2019,93.95833333,TruSeq DNA Nano,DNA Seq
