id,start_date,num_samples,end_date,days_to_complete,library_type
2474,11/24/2016,4,8/30/2017,279.9583333,Ready made Library Bisulfide Treatment
2475,7/21/2017,3,8/8/2017,19,TruSeq DNA Nano
2476,7/21/2017,6,11/18/2017,121.0416667,
2477,7/21/2017,9,8/25/2017,36,TruSeq RNA stranded
2479,7/17/2017,18,9/3/2017,49,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2480,7/23/2017,36,7/25/2017,3,Lexogen_mRNA_stranded
2481,7/21/2017,200,10/16/2017,88,TruSeq RNA stranded
2482,7/21/2017,40,9/1/2017,43,TruSeq DNA Nano
2484,7/19/2017,1,8/10/2017,23,Ready Made library
2485,7/26/2017,19,8/8/2017,14,
2487,7/26/2017,36,7/27/2017,2,Lexogen_mRNA_stranded
2488,7/26/2017,24,9/29/2017,66,
2492,8/2/2017,36,8/3/2017,2,Lexogen_mRNA_stranded
2493,8/3/2017,350,8/16/2017,14,TruSeq DNA Nano
2494,8/3/2017,26,9/29/2017,58,TruSeq DNA Nano
2496,7/10/2017,46,9/25/2017,78,TruSeq DNA
2498,8/3/2017,15,8/25/2017,23,TruSeq RNA stranded
2499,8/3/2017,36,8/4/2017,2,Lexogen_mRNA_stranded
2500,7/17/2017,8,4/3/2018,261,TruSeq DNA Nano
2501,8/2/2017,2,8/21/2017,20,Ready Made Library-Homemade kit
2503,8/3/2017,350,8/16/2017,14,TruSeq DNA Nano
2504,8/8/2017,19,9/29/2017,53,TruSeq RNA stranded
2506,8/7/2017,13,10/3/2017,58,TruSeq RNA stranded
2507,8/8/2017,13,9/25/2017,49,TruSeq RNA stranded
2508,8/2/2017,20,8/17/2017,16,NEB Next Ultra DNA
2509,8/3/2017,3,9/25/2017,54,SmartSeq2-Picelli
2510,8/9/2017,4,8/11/2017,3,Ready Made library
2511,8/8/2017,13,11/4/2017,89.04166667,TruSeq RNA stranded
2513,8/11/2017,2,9/1/2017,22,TruSeq DNA Nano
2514,8/10/2017,2,9/1/2017,23,Ready Made library
2515,8/11/2017,9,9/25/2017,46,TruSeq RNA stranded
2517,8/3/2017,350,9/10/2017,39,TruSeq DNA Nano
2518,8/3/2017,350,9/10/2017,39,TruSeq DNA Nano
2519,8/14/2017,9,9/29/2017,47,TruSeq RNA stranded
2520,8/16/2017,2,9/10/2017,26,TruSeq DNA Nano
2523,8/8/2017,10,9/25/2017,49,TruSeq RNA stranded
2525,8/17/2017,4,9/1/2017,16,TruSeq RNA stranded
2527,8/17/2017,4,9/1/2017,16,Agilent Sure Select Human All Exon v6+UTR
2529,8/17/2017,4,9/1/2017,16,
2530,7/2/2017,65,10/8/2017,99,Nextera XT
2533,8/18/2017,112,9/3/2017,17,TruSeq RNA stranded
2536,3/8/2017,30,9/2/2017,178.9583333,TruSeq RNA stranded
2544,8/24/2017,25,10/8/2017,46,TruSeq RNA stranded
2546,7/20/2017,5,9/29/2017,72,TruSeq DNA Nano
2552,8/25/2017,14,9/2/2017,9,ATAC
2553,8/22/2017,1,12/25/2017,126.0416667,Smart-seq2 Nextera XT single cell (obsolete)
2554,8/24/2017,9,5/31/2018,281,TruSeq DNA Nano
2555,8/21/2017,16,9/25/2017,36,Ready Made Library
2556,8/24/2017,16,11/13/2017,82.04166667,TruSeq RNA stranded
2557,8/24/2017,8,12/11/2017,110.0416667,TruSeq RNA stranded
2558,8/23/2017,61,10/7/2017,46,Clontech SMART-Seq v4 Ultra Low Input RNA kit
2561,8/29/2017,31,11/13/2017,77.04166667,TruSeq RNA stranded
2562,8/22/2017,40,9/2/2017,12,NEB Next Ultra DNA
2566,8/25/2017,15,9/25/2017,32,SmartSeq2-Picelli
2568,8/31/2017,1,10/3/2017,34,Ready Made Fragment Library
2569,7/27/2017,47,9/1/2017,37,NEB Next Ultra DNA
2572,6/19/2017,5,10/8/2017,112,TruSeq RNA stranded
2574,9/4/2017,8,9/25/2017,22,User made NEB ChIP-seq
2575,8/31/2017,11,11/5/2017,67.04166667,Agilent Sure Select Human All Exon v6+UTR
2576,8/11/2017,9,9/29/2017,50,Agilent Sure Select Human All Exon v6
2577,8/11/2017,9,9/29/2017,50,Agilent Sure Select Human All Exon v6
2578,8/30/2017,21,11/25/2017,88.04166667,
2579,7/21/2017,200,10/27/2017,99,TruSeq RNA stranded
2580,7/21/2017,200,10/27/2017,99,TruSeq RNA stranded
2581,9/3/2017,35,11/4/2017,63.04166667,TruSeq RNA stranded
2582,8/14/2017,46,11/13/2017,92.04166667,TruSeq RNA stranded
2583,9/6/2017,6,10/3/2017,28,Ready Made Fragment Library
2584,9/7/2017,17,11/13/2017,68.04166667,
2587,8/31/2017,7,9/9/2017,10,NEB Next Ultra DNA
2588,8/31/2017,7,9/9/2017,10,NEB Next Ultra DNA
2589,9/8/2017,15,10/30/2017,53.04166667,Ready Made Library
2590,9/12/2017,8,9/13/2017,2,NEB Next Ultra DNA
2591,9/4/2017,19,2/4/2018,154.0416667,TruSeq RNA stranded
2593,9/13/2017,7,9/18/2017,6,NEB Next Ultra DNA
2594,9/13/2017,12,11/13/2017,62.04166667,Ready Made Library
2595,9/7/2017,31,10/7/2017,31,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1
2596,9/12/2017,17,12/11/2017,91.04166667,TruSeq RNA stranded
2597,9/12/2017,1,9/21/2017,10,SmartSeq2-Picelli
2599,9/18/2017,9,11/5/2017,49.04166667,TruSeq RNA stranded
2602,9/15/2017,16,11/13/2017,60.04166667,TruSeq RNA stranded
2603,9/18/2017,31,11/27/2017,71.04166667,TruSeq RNA stranded
2604,9/15/2017,21,11/20/2017,67.04166667,Agilent Sure Select Human All Exon v6+UTR
2605,9/22/2017,31,11/27/2017,67.04166667,TruSeq RNA stranded
2608,9/27/2017,9,9/28/2017,2,Lexogen_mRNA_stranded
2609,9/18/2017,24,10/2/2017,15,Ready Made library
2610,9/7/2017,34,11/6/2017,61.04166667,ATAC
2611,9/25/2017,1,10/31/2017,37.04166667,Ready Made Fragment Library
2615,9/25/2017,19,11/25/2017,62.04166667,TruSeq RNA stranded
2616,9/27/2017,15,12/2/2017,67.04166667,Clontech SMART-Seq v4 Ultra Low Input RNA kit
2619,9/6/2017,14,11/20/2017,76.04166667,TruSeq RNA Access
2622,9/21/2017,36,10/30/2017,40.04166667,Ready Made Library-Homemade kit
2623,10/2/2017,24,10/16/2017,15,Ready Made Library
2624,10/2/2017,18,10/8/2017,7,Ready Made Library
2625,10/3/2017,1,11/5/2017,34.04166667,Ready Made Library
2626,10/3/2017,1,10/16/2017,14,Ready Made Fragment Library
2627,9/29/2017,9,12/11/2017,74.04166667,
2628,10/3/2017,96,10/16/2017,14,Ready-made library ddRAD
2629,11/14/2016,90,12/17/2017,399,Kapa Hyper Plus
2630,10/6/2017,4,11/20/2017,46.04166667,TruSeq DNA Nano
2631,10/3/2017,6,3/6/2018,155.0416667,10X Genomics Single Cell
2632,10/5/2017,2,11/6/2017,33.04166667,10X Genomics Single Cell
2633,9/3/2017,35,11/4/2017,63.04166667,TruSeq RNA stranded
2634,8/14/2017,46,11/13/2017,92.04166667,TruSeq RNA stranded
2635,7/21/2017,197,10/27/2017,99,TruSeq RNA stranded
2636,7/21/2017,197,10/27/2017,99,TruSeq RNA stranded
2640,10/9/2017,16,11/20/2017,43.04166667,TruSeq RNA stranded
2642,10/9/2017,1,12/11/2017,64.04166667,TruSeq DNA Nano
2643,10/9/2017,3,11/18/2017,41.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2645,10/10/2017,2,10/12/2017,3,Tn-seq
2646,10/5/2017,29,12/17/2017,74.04166667,TruSeq RNA stranded
2649,10/10/2017,1,12/11/2017,63.04166667,10x Genomics
2650,4/19/2017,2,11/29/2017,225.0416667,10x Genomics
2651,10/4/2017,93,10/25/2017,22,Ready-made library ddRAD
2652,10/10/2017,1,12/7/2017,59.04166667,CLIP
2653,10/11/2017,11,11/27/2017,48.04166667,
2655,10/9/2017,13,10/27/2017,19,Nugen Trio RNA seq
2656,10/5/2017,20,4/30/2018,208,TruSeq RNA stranded
2658,10/12/2017,6,10/12/2017,1,Lexogen_mRNA_stranded
2659,9/28/2017,9,10/27/2017,30,TruSeq RNA stranded
2660,10/12/2017,34,12/28/2017,78.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2662,10/13/2017,20,11/4/2017,23.04166667,User made NEB ChIP-seq
2663,9/26/2017,18,10/27/2017,32,SmartSeq2-Picelli
2665,10/13/2017,18,12/25/2017,74.04166667,TruSeq RNA stranded
2666,9/5/2017,2,11/21/2017,78.04166667,Nextera XT
2667,10/17/2017,12,11/4/2017,19.04166667,Ready Made Library
2670,8/29/2017,31,11/13/2017,77.04166667,TruSeq RNA stranded
2671,9/12/2017,17,12/11/2017,91.04166667,TruSeq RNA stranded
2672,8/14/2017,18,11/5/2017,84.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2673,9/26/2017,12,11/27/2017,63.04166667,TruSeq Small RNA
2674,10/12/2017,9,10/25/2017,14,TruSeq Small RNA
2675,5/14/2017,32,10/27/2017,167,TruSeq Small RNA
2681,10/18/2017,37,12/2/2017,46.04166667,TruSeq RNA stranded
2682,10/19/2017,4,11/20/2017,33.04166667,TruSeq DNA Nano
2683,10/20/2017,11,12/28/2017,70.04166667,Kapa Hyper Plus
2684,10/19/2017,5,12/28/2017,71.04166667,Kapa Hyper Plus
2685,8/18/2017,4,12/17/2017,122.0416667,TruSeq RNA stranded
2686,6/28/2017,11,11/13/2017,139.0416667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2687,8/30/2017,27,11/13/2017,76.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2688,7/21/2017,197,11/13/2017,116.0416667,TruSeq RNA stranded
2689,10/24/2017,13,12/2/2017,40.04166667,
2690,10/23/2017,91,2/17/2018,118.0416667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2692,9/18/2017,5,11/20/2017,64.04166667,TruSeq DNA Nano
2693,6/29/2017,28,12/2/2017,157.0416667,TruSeq RNA stranded
2694,10/26/2017,3,11/6/2017,12.04166667,NEB Next Ultra DNA
2696,10/26/2017,8,3/2/2018,128.0416667,TruSeq DNA Nano
2697,10/25/2017,1,11/6/2017,13.04166667,10X Genomics Single Cell
2698,10/20/2017,13,12/17/2017,59.04166667,SmartSeq2-Picelli
2699,10/24/2017,9,12/11/2017,49.04166667,TruSeq DNA
2700,10/23/2017,8,11/2/2017,11.04166667,Lexogen_mRNA_stranded
2702,9/25/2017,10,10/31/2017,37.04166667,Ready Made Library-Homemade kit
2706,10/31/2017,19,12/17/2017,48,TruSeq RNA stranded
2707,11/2/2017,4,12/7/2017,36,Kapa Hyper Plus
2708,10/31/2017,13,11/27/2017,28,TruSeq RNA stranded
2709,11/3/2017,34,11/6/2017,4,Nextera XT
2710,9/26/2017,6,11/18/2017,54.04166667,Kapa Hyper Plus
2711,10/31/2017,7,11/16/2017,17,Ready Made library
2712,10/24/2017,96,12/17/2017,55.04166667,Lexogen QuantSeq 3\ mRNA-Seq
2713,11/1/2017,2,11/20/2017,20,TruSeq DNA Nano
2715,10/31/2017,6,11/22/2017,23,ATAC
2717,11/2/2017,9,11/6/2017,5,NEB Next Ultra DNA
2718,10/31/2017,3,12/11/2017,42,TruSeq DNA Nano
2720,8/7/2017,12,11/18/2017,104.0416667,Kapa Hyper Plus
2721,11/6/2017,2,2/14/2018,101,10X Genomics Single Cell
2726,11/7/2017,6,11/16/2017,10,Lexogen Small RNA Kit
2732,10/24/2017,7,12/11/2017,49.04166667,
2733,11/9/2017,8,11/10/2017,2,NEB Next Ultra DNA
2734,11/7/2017,1,11/18/2017,12,SmartSeq2-Picelli
2736,11/10/2017,48,12/1/2017,22,Ready-made library ddRAD
2737,10/20/2017,2,4/10/2018,173,CLIP
2738,11/13/2017,10,11/14/2017,2,Lexogen_mRNA_stranded
2739,11/11/2017,9,2/4/2018,86,Kapa Hyper Plus
2740,11/14/2017,25,12/10/2017,27,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2742,11/13/2017,7,12/11/2017,29,TruSeq DNA Nano
2743,11/9/2017,1,12/17/2017,39,Ready Made library
2745,11/15/2017,8,12/17/2017,33,User made NEB ChIP-seq
2746,11/8/2017,16,2/17/2018,102,TruSeq RNA stranded
2747,11/13/2017,24,12/11/2017,29,TruSeq RNA stranded
2748,8/18/2017,9,12/11/2017,116.0416667,Kapa Hyper Plus
2751,10/27/2017,17,12/17/2017,52.04166667,TruSeq RNA stranded
2752,11/10/2017,7,12/25/2017,46,TruSeq RNA stranded
2753,11/13/2017,5,12/25/2017,43,TruSeq RNA stranded
2754,8/24/2017,9,5/31/2018,281,TruSeq DNA Nano
2755,10/24/2017,9,12/11/2017,49.04166667,TruSeq DNA Nano
2756,11/13/2017,7,12/11/2017,29,TruSeq DNA Nano
2758,11/20/2017,3,1/28/2018,70,TruSeq DNA Nano
2760,11/24/2017,16,11/25/2017,2,NEB Next Ultra DNA
2761,11/17/2017,4,2/7/2018,83,TruSeq Small RNA
2762,11/23/2017,6,6/8/2018,197.9583333,10X Genomics Single Cell
2763,11/27/2017,24,11/27/2017,1,Lexogen Small RNA Kit
2764,11/22/2017,27,3/2/2018,101,Ready-made smallRNA libraries
2765,11/9/2017,1,11/28/2017,20,Ready Made library
2767,11/20/2017,64,12/3/2017,14,Nextera XT
2770,10/12/2017,34,12/28/2017,78.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2771,11/30/2017,95,12/11/2017,12,TruSeq DNA
2773,11/29/2017,7,12/9/2017,11,Ready Made library
2774,10/13/2017,17,12/25/2017,74.04166667,
2775,11/28/2017,5,12/17/2017,20,Ready Made Libraries
2776,11/10/2017,6,12/25/2017,46,
2777,11/13/2017,5,12/25/2017,43,
2778,12/1/2017,14,3/15/2018,105,TruSeq RNA stranded
2779,12/4/2017,6,12/17/2017,14,Ready-made smallRNA libraries
2783,11/30/2017,1,2/14/2018,77,10X Genomics Single Cell
2785,12/6/2017,8,12/7/2017,2,Ready Made library
2786,12/7/2017,1,2/14/2018,70,
2787,12/5/2017,11,1/28/2018,55,TruSeq DNA Nano
2788,12/4/2017,4,2/13/2018,72,TruSeq RNA stranded
2789,12/4/2017,10,12/25/2017,22,
2790,11/7/2017,1,12/31/2017,55,TruSeq DNA PCR-Free HT Kit
2791,11/9/2017,1,12/31/2017,53,TruSeq DNA PCR-Free HT Kit
2792,11/9/2017,1,12/31/2017,53,TruSeq DNA PCR-Free LT Kit
2793,11/9/2017,2,1/28/2018,81,TruSeq DNA PCR-Free HT Kit
2794,11/7/2017,6,12/22/2017,46,Illumina Mate Pair Library V2
2797,12/5/2017,7,12/22/2017,18,
2798,12/5/2017,7,12/22/2017,18,
2799,12/5/2017,7,12/22/2017,18,
2800,12/11/2017,18,12/12/2017,2,Lexogen Small RNA Kit
2803,12/11/2017,16,12/25/2017,15,User made NEB ChIP-seq
2804,10/23/2017,17,2/13/2018,114.0416667,Kapa Hyper Plus
2806,12/5/2017,11,3/3/2018,89,TruSeq RNA stranded
2808,12/12/2017,28,2/4/2018,55,TruSeq RNA stranded
2813,12/14/2017,36,1/12/2018,30,TruSeq DNA Nano
2817,11/27/2017,17,2/4/2018,70,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2818,12/14/2017,6,3/18/2018,95,TruSeq RNA stranded
2832,11/28/2017,1,1/12/2018,46,SmartSeq2-Picelli
2834,12/14/2017,40,12/20/2017,7,Nextera XT
2835,6/29/2017,29,2/17/2018,234.0416667,TruSeq RNA stranded
2839,12/8/2017,19,2/17/2018,72,TruSeq RNA stranded
2840,12/18/2017,25,2/23/2018,68,TruSeq RNA stranded
2841,12/18/2017,21,1/28/2018,42,Ready Made Fragment Library
2842,12/19/2017,36,3/23/2018,95,TruSeq RNA stranded
2843,12/20/2017,14,3/23/2018,94,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2845,12/20/2017,1,2/14/2018,57,10X Genomics Single Cell
2847,12/20/2017,35,12/22/2017,3,Nextera XT
2848,12/19/2017,19,4/30/2018,132.9583333,SmartSeq2-Picelli
2849,11/28/2017,5,1/31/2018,65,
2851,12/19/2017,24,6/3/2018,166.9583333,Clontech SMART-Seq v4 Ultra Low Input RNA kit
2856,10/31/2016,29,3/24/2018,510,TruSeq DNA Nano
2859,12/8/2017,31,3/20/2018,103,SmartSeq2-Picelli
2860,1/10/2018,25,6/17/2018,158.9583333,TruSeq RNA stranded
2861,1/11/2018,18,2/4/2018,25,User made NEB ChIP-seq
2862,1/11/2018,9,3/3/2018,52,TruSeq RNA stranded
2866,1/17/2018,16,1/18/2018,2,Ready Made library
2870,1/18/2018,8,1/19/2018,2,Nugen Ultra Low Input
2871,1/17/2018,13,3/9/2018,52,TruSeq RNA stranded
2872,1/19/2018,23,1/19/2018,1,TruSeq Small RNA
2877,1/19/2018,9,2/23/2018,36,Clontech SMART-Seq v4 Ultra Low Input RNA kit
2878,1/19/2018,5,2/23/2018,36,TruSeq RNA stranded
2881,1/19/2018,12,2/13/2018,26,Nextera XT
2886,1/19/2018,21,4/9/2018,80.95833333,TruSeq DNA PCR-Free LT Kit
2891,1/22/2018,13,3/3/2018,41,TruSeq RNA stranded
2893,1/11/2018,12,1/28/2018,18,Nextera XT
2894,12/20/2017,16,3/3/2018,74,TruSeq RNA stranded
2895,1/15/2018,12,1/28/2018,14,Nextera XT
2896,1/24/2018,2,2/14/2018,22,
2897,1/23/2018,7,2/13/2018,22,TruSeq RNA stranded
2898,1/25/2018,24,1/25/2018,1,Lexogen Small RNA Kit
2899,12/11/2017,8,1/25/2018,46,Ready Made library
2902,1/26/2018,10,3/25/2018,59,
2907,1/29/2018,3,1/30/2018,2,Lexogen_mRNA_stranded
2924,1/30/2018,4,2/13/2018,15,Agilent Sure Select Human All Exon v6+UTR
2925,1/30/2018,4,2/13/2018,15,TruSeq DNA Nano
2926,1/30/2018,4,2/13/2018,15,TruSeq RNA stranded
2929,1/30/2018,24,1/31/2018,2,Lexogen Small RNA Kit
2930,1/31/2018,28,1/31/2018,1,Lexogen Small RNA Kit
2931,1/30/2018,13,3/3/2018,33,TruSeq RNA stranded
2932,1/18/2018,4,1/31/2018,14,Ready Made Libraries
2934,6/29/2017,29,2/17/2018,234.0416667,TruSeq RNA stranded
2935,11/7/2017,9,2/13/2018,99,SmartSeq2-Picelli
2936,12/8/2017,19,2/23/2018,78,TruSeq RNA stranded
2937,12/18/2017,24,2/17/2018,62,TruSeq RNA stranded
2938,12/14/2017,17,3/20/2018,97,
2939,1/31/2018,1,2/7/2018,8,Ready Made library
2940,1/30/2018,24,4/2/2018,62.95833333,TruSeq RNA stranded
2941,11/8/2017,15,2/17/2018,102,TruSeq RNA stranded
2942,12/12/2017,9,2/13/2018,64,TruSeq DNA Nano
2943,2/1/2018,7,2/10/2018,10,TruSeq RNA stranded
2945,1/24/2018,22,2/23/2018,31,
2947,2/5/2018,12,4/3/2018,57.95833333,Smart-seq2 Nextera XT single cell (obsolete)
2948,2/2/2018,12,3/2/2018,29,Ready Made Fragment Library
2949,2/5/2018,45,3/20/2018,44,
2950,2/5/2018,3,2/23/2018,19,ATAC
2951,1/10/2018,25,6/17/2018,158.9583333,TruSeq RNA stranded
2952,1/31/2018,2,2/17/2018,18,Smart-seq2 Nextera XT single cell (obsolete)
2955,2/7/2018,2,2/17/2018,11,Smart-seq2 Nextera XT single cell (obsolete)
2959,10/18/2017,17,3/20/2018,154.0416667,
2961,2/7/2018,10,6/1/2018,114.9583333,
2962,2/8/2018,32,2/14/2018,7,Nextera XT
2963,2/5/2018,18,2/20/2018,16,NuGEN Ovation Single Cell RNA-Seq System
2964,2/9/2018,1,2/14/2018,6,Ready Made library
2965,2/7/2018,11,3/15/2018,37,Ready Made Fragment Library
2966,2/7/2018,2,2/28/2018,22,10X Genomics Single Cell
2967,11/30/2017,1,2/28/2018,91,10X Genomics Single Cell
2968,8/22/2017,3,2/23/2018,186.0416667,Smart-seq2 Nextera XT single cell (obsolete)
2973,2/13/2018,1,2/23/2018,11,Smart-seq2 Nextera XT single cell (obsolete)
2974,2/13/2018,1,3/15/2018,31,SmartSeq2-Picelli
2975,2/13/2018,4,2/14/2018,2,NEB Next Ultra DNA
2976,2/11/2018,31,3/20/2018,38,
2978,1/23/2018,1,10/25/2018,275.9583333,Ready Made library
2980,10/12/2017,19,4/2/2018,173,TruSeq RNA stranded
2981,2/12/2018,19,2/17/2018,6,SmartSeq2-Picelli
2982,2/15/2018,5,3/9/2018,23,10X Genomics Single Cell
2983,2/15/2018,57,3/25/2018,39,TruSeq DNA Nano
2984,2/5/2018,1,4/6/2018,60.95833333,NEB Next Ultra DNA
2985,2/7/2018,1,3/12/2018,34,NEB Next Ultra DNA
2986,2/19/2018,111,3/15/2018,25,Nextera XT
2989,2/20/2018,96,2/22/2018,3,NEB Next Ultra DNA
2990,2/20/2018,30,3/3/2018,12,Ready Made Library
2991,2/21/2018,1,4/19/2018,57.95833333,Smart-seq2 Nextera XT single cell (obsolete)
2992,2/22/2018,50,2/23/2018,2,SmartSeq2-Picelli
2993,2/19/2018,16,2/26/2018,8,NEB Next Ultra DNA
2994,2/22/2018,41,7/9/2018,137.9583333,Ready Made library
2995,1/29/2018,3,3/2/2018,33,TruSeq DNA Nano
2996,2/20/2018,18,3/15/2018,24,Nextera XT
2997,10/23/2017,17,4/3/2018,163,TruSeq DNA Nano
2999,2/26/2018,8,2/28/2018,3,Lexogen_mRNA_stranded
3002,2/26/2018,82,4/3/2018,36.95833333,Nextera XT
3003,2/12/2018,209,4/12/2018,59.95833333,TruSeq RNA stranded
3004,2/19/2018,109,5/20/2018,90.95833333,TruSeq RNA stranded
3007,2/20/2018,468,3/22/2018,31,None
3008,2/27/2018,5,3/16/2018,18,
3009,2/23/2018,1,4/10/2018,46.95833333,Ready Made library
3010,2/8/2018,1,3/16/2018,37,Ready Made Library
3011,2/26/2018,19,4/19/2018,52.95833333,TruSeq RNA stranded
3012,2/26/2018,12,4/19/2018,52.95833333,TruSeq RNA stranded
3014,2/21/2018,24,4/6/2018,44.95833333,Ready Made library
3016,2/27/2018,1,3/23/2018,25,
3017,2/27/2018,8,3/21/2018,23,Ready Made library
3018,2/16/2018,25,4/19/2018,62.95833333,TruSeq RNA stranded
3019,12/20/2017,18,3/23/2018,94,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
3021,2/28/2018,19,5/5/2018,66.95833333,TruSeq RNA stranded
3022,2/12/2018,209,4/9/2018,56.95833333,TruSeq RNA stranded
3023,3/1/2018,211,6/16/2018,107.9583333,TruSeq RNA stranded
3024,2/28/2018,9,3/16/2018,17,ATAC
3027,3/1/2018,7,4/30/2018,60.95833333,TruSeq RNA stranded
3028,2/21/2018,9,4/30/2018,68.95833333,TruSeq RNA stranded
3029,2/26/2018,12,3/23/2018,26,SmartSeq2-Picelli
3031,3/7/2018,9,3/12/2018,6,Ready Made library
3032,3/2/2018,2,3/27/2018,25.95833333,10X Genomics Single Cell
3033,3/8/2018,1,3/23/2018,16,Smart-seq2 Nextera XT single cell (obsolete)
3034,3/9/2018,6,5/6/2018,58.95833333,TruSeq DNA Nano
3035,3/2/2018,4,4/5/2018,34.95833333,Ready Made Library-Homemade kit
3036,3/8/2018,4,3/24/2018,17,TruSeq RNA stranded
3037,3/8/2018,4,3/24/2018,17,TruSeq DNA Nano
3038,3/8/2018,5,3/24/2018,17,Agilent Sure Select Human All Exon v5+UTR
3039,3/8/2018,2,4/2/2018,25.95833333,
3042,3/12/2018,9,3/13/2018,2,Lexogen_mRNA_stranded
3043,3/12/2018,6,4/10/2018,29.95833333,TruSeq DNA Nano
3044,3/12/2018,13,4/19/2018,38.95833333,SmartSeq2-Picelli
3045,3/13/2018,7,4/3/2018,21.95833333,TruSeq DNA Nano
3050,3/9/2018,25,4/30/2018,52.95833333,TruSeq RNA stranded
3051,3/12/2018,1,3/22/2018,11,Nextera XT
3052,10/19/2017,4,3/25/2018,158.0416667,TruSeq DNA Nano
3053,3/12/2018,8,4/3/2018,22.95833333,User made NEB ChIP-seq
3054,3/14/2018,1,3/25/2018,12,Smart-seq2 Nextera XT single cell (obsolete)
3055,1/30/2018,24,4/2/2018,62.95833333,TruSeq RNA stranded
3056,10/12/2017,18,4/2/2018,173,TruSeq RNA stranded
3057,2/16/2018,24,4/19/2018,62.95833333,TruSeq RNA stranded
3058,1/27/2018,10,4/19/2018,82.95833333,TruSeq RNA stranded
3060,3/14/2018,3,5/6/2018,53.95833333,TruSeq DNA Nano
3062,3/19/2018,2,4/9/2018,21.95833333,10X Genomics Single Cell
3063,3/19/2018,17,4/2/2018,14.95833333,User made NEB ChIP-seq
3064,3/19/2018,4,4/2/2018,14.95833333,User made NEB ChIP-seq
3065,3/18/2018,10,4/2/2018,15.95833333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
3066,3/19/2018,1,3/26/2018,7.958333333,Ready Made library
3067,3/12/2018,2,4/4/2018,23.95833333,
3068,3/15/2018,10,3/28/2018,13.95833333,Ready Made library
3069,3/14/2018,36,3/23/2018,10,TruSeq Small RNA
3070,2/20/2018,468,3/22/2018,31,None
3072,3/21/2018,8,4/2/2018,12.95833333,Lexogen Small RNA Kit
3074,3/21/2018,1,3/27/2018,6.958333333,10X Genomics Single Cell
3076,3/8/2018,15,4/30/2018,53.95833333,TruSeq RNA stranded
3077,2/2/2018,4,6/5/2018,123.9583333,TruSeq DNA PCR-Free HT Kit
3079,12/20/2017,16,4/2/2018,103.9583333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
3080,1/26/2018,11,6/19/2018,144.9583333,None
3081,3/27/2018,23,6/19/2018,85,TruSeq Small RNA
3082,3/22/2018,7,5/5/2018,44.95833333,TruSeq RNA stranded
3083,3/27/2018,79,4/16/2018,21,Ready-made library ddRAD
3084,3/28/2018,21,5/5/2018,39,TruSeq RNA stranded
3086,3/28/2018,12,4/16/2018,20,NEB Next Ultra DNA
3087,3/29/2018,8,4/3/2018,6,NEB Next Ultra DNA
3088,3/29/2018,40,5/4/2018,37,TruSeq Exome
3090,8/8/2017,19,5/31/2018,297,
3091,3/27/2018,24,4/9/2018,14,Ready Made library
3092,3/19/2018,13,6/27/2018,100.9583333,TruSeq RNA stranded
3093,3/20/2018,112,6/10/2018,82.95833333,TruSeq RNA stranded
3094,3/29/2018,1,4/19/2018,22,Smart-seq2 Nextera XT single cell (obsolete)
3095,2/15/2018,19,4/30/2018,74.95833333,TruSeq RNA stranded
3096,2/19/2018,55,5/10/2018,80.95833333,TruSeq RNA stranded
3098,4/4/2018,8,6/1/2018,59,
3099,4/6/2018,13,5/31/2018,56,User made NEB ChIP-seq
3100,4/9/2018,8,4/24/2018,16,Ready Made library
3101,4/9/2018,42,5/3/2018,25,NEB Next Ultra DNA
3102,4/4/2018,19,5/20/2018,47,TruSeq RNA stranded
3103,2/12/2018,209,5/20/2018,97.95833333,
3105,4/9/2018,33,6/3/2018,56,TruSeq RNA stranded
3106,4/10/2018,8,4/11/2018,2,NEB Next Ultra DNA
3107,4/6/2018,13,5/31/2018,56,Clontech SMART-Seq v4 Ultra Low Input RNA kit
3108,4/11/2018,235,5/4/2018,24,Ready Made Library-Homemade kit
3109,4/12/2018,35,4/13/2018,2,Smart-seq2 Nextera XT single cell (obsolete)
3110,4/12/2018,1,4/25/2018,14,10X Genomics Single Cell
